"","fips","familyCode","ageAdjustment","marriedUnder6","marriedOver6","marriedBoth","unmarriedUnder6","unmarriedOver6","unmarriedBoth"
"247",41023,"a1i0p1s0t1",0.2308,0.15,0.624,0.226,0.85,0.376,0.774
"248",41023,"a1i0p0s2t0",0.2899,0.15,0.624,0.226,0.85,0.376,0.774
"249",41023,"a1i0p0s1t1",0.497,0.15,0.624,0.226,0.85,0.376,0.774
"250",41023,"a1i0p0s0t2",0.213,0.15,0.624,0.226,0.85,0.376,0.774
"251",41023,"a2i2p0s0t0",0.25,0.15,0.624,0.226,0.85,0.376,0.774
"252",41023,"a2i1p1s0t0",0.5,0.15,0.624,0.226,0.85,0.376,0.774
"253",41023,"a2i1p0s1t0",0.2692,0.15,0.624,0.226,0.85,0.376,0.774
"254",41023,"a2i1p0s0t1",0.2308,0.15,0.624,0.226,0.85,0.376,0.774
"255",41023,"a2i0p2s0t0",0.25,0.15,0.624,0.226,0.85,0.376,0.774
"256",41023,"a2i0p1s1t0",0.2692,0.15,0.624,0.226,0.85,0.376,0.774
"257",41023,"a2i0p1s0t1",0.2308,0.15,0.624,0.226,0.85,0.376,0.774
"258",41023,"a2i0p0s2t0",0.2899,0.15,0.624,0.226,0.85,0.376,0.774
"259",41023,"a2i0p0s1t1",0.497,0.15,0.624,0.226,0.85,0.376,0.774
"260",41023,"a2i0p0s0t2",0.213,0.15,0.624,0.226,0.85,0.376,0.774
"261",41025,"a1i2p0s0t0",0.25,0.155,0.531,0.314,0.845,0.469,0.686
"262",41025,"a1i1p1s0t0",0.5,0.155,0.531,0.314,0.845,0.469,0.686
"263",41025,"a1i1p0s1t0",0.2692,0.155,0.531,0.314,0.845,0.469,0.686
"264",41025,"a1i1p0s0t1",0.2308,0.155,0.531,0.314,0.845,0.469,0.686
"265",41025,"a1i0p2s0t0",0.25,0.155,0.531,0.314,0.845,0.469,0.686
"266",41025,"a1i0p1s1t0",0.2692,0.155,0.531,0.314,0.845,0.469,0.686
"267",41025,"a1i0p1s0t1",0.2308,0.155,0.531,0.314,0.845,0.469,0.686
"268",41025,"a1i0p0s2t0",0.2899,0.155,0.531,0.314,0.845,0.469,0.686
"269",41025,"a1i0p0s1t1",0.497,0.155,0.531,0.314,0.845,0.469,0.686
"270",41025,"a1i0p0s0t2",0.213,0.155,0.531,0.314,0.845,0.469,0.686
"271",41025,"a2i2p0s0t0",0.25,0.155,0.531,0.314,0.845,0.469,0.686
"272",41025,"a2i1p1s0t0",0.5,0.155,0.531,0.314,0.845,0.469,0.686
"273",41025,"a2i1p0s1t0",0.2692,0.155,0.531,0.314,0.845,0.469,0.686
"274",41025,"a2i1p0s0t1",0.2308,0.155,0.531,0.314,0.845,0.469,0.686
"275",41025,"a2i0p2s0t0",0.25,0.155,0.531,0.314,0.845,0.469,0.686
"276",41025,"a2i0p1s1t0",0.2692,0.155,0.531,0.314,0.845,0.469,0.686
"277",41025,"a2i0p1s0t1",0.2308,0.155,0.531,0.314,0.845,0.469,0.686
"278",41025,"a2i0p0s2t0",0.2899,0.155,0.531,0.314,0.845,0.469,0.686
"279",41025,"a2i0p0s1t1",0.497,0.155,0.531,0.314,0.845,0.469,0.686
"280",41025,"a2i0p0s0t2",0.213,0.155,0.531,0.314,0.845,0.469,0.686
"281",41027,"a1i2p0s0t0",0.25,0.242,0.553,0.205,0.758,0.447,0.795
"282",41027,"a1i1p1s0t0",0.5,0.242,0.553,0.205,0.758,0.447,0.795
"283",41027,"a1i1p0s1t0",0.2692,0.242,0.553,0.205,0.758,0.447,0.795
"284",41027,"a1i1p0s0t1",0.2308,0.242,0.553,0.205,0.758,0.447,0.795
"285",41027,"a1i0p2s0t0",0.25,0.242,0.553,0.205,0.758,0.447,0.795
"286",41027,"a1i0p1s1t0",0.2692,0.242,0.553,0.205,0.758,0.447,0.795
"287",41027,"a1i0p1s0t1",0.2308,0.242,0.553,0.205,0.758,0.447,0.795
"288",41027,"a1i0p0s2t0",0.2899,0.242,0.553,0.205,0.758,0.447,0.795
"289",41027,"a1i0p0s1t1",0.497,0.242,0.553,0.205,0.758,0.447,0.795
"290",41027,"a1i0p0s0t2",0.213,0.242,0.553,0.205,0.758,0.447,0.795
"291",41027,"a2i2p0s0t0",0.25,0.242,0.553,0.205,0.758,0.447,0.795
"292",41027,"a2i1p1s0t0",0.5,0.242,0.553,0.205,0.758,0.447,0.795
"293",41027,"a2i1p0s1t0",0.2692,0.242,0.553,0.205,0.758,0.447,0.795
"294",41027,"a2i1p0s0t1",0.2308,0.242,0.553,0.205,0.758,0.447,0.795
"295",41027,"a2i0p2s0t0",0.25,0.242,0.553,0.205,0.758,0.447,0.795
"296",41027,"a2i0p1s1t0",0.2692,0.242,0.553,0.205,0.758,0.447,0.795
"297",41027,"a2i0p1s0t1",0.2308,0.242,0.553,0.205,0.758,0.447,0.795
"298",41027,"a2i0p0s2t0",0.2899,0.242,0.553,0.205,0.758,0.447,0.795
"299",41027,"a2i0p0s1t1",0.497,0.242,0.553,0.205,0.758,0.447,0.795
"300",41027,"a2i0p0s0t2",0.213,0.242,0.553,0.205,0.758,0.447,0.795
"301",41029,"a1i2p0s0t0",0.25,0.241,0.541,0.218,0.759,0.459,0.782
"302",41029,"a1i1p1s0t0",0.5,0.241,0.541,0.218,0.759,0.459,0.782
"303",41029,"a1i1p0s1t0",0.2692,0.241,0.541,0.218,0.759,0.459,0.782
"304",41029,"a1i1p0s0t1",0.2308,0.241,0.541,0.218,0.759,0.459,0.782
"305",41029,"a1i0p2s0t0",0.25,0.241,0.541,0.218,0.759,0.459,0.782
"306",41029,"a1i0p1s1t0",0.2692,0.241,0.541,0.218,0.759,0.459,0.782
"307",41029,"a1i0p1s0t1",0.2308,0.241,0.541,0.218,0.759,0.459,0.782
"308",41029,"a1i0p0s2t0",0.2899,0.241,0.541,0.218,0.759,0.459,0.782
"309",41029,"a1i0p0s1t1",0.497,0.241,0.541,0.218,0.759,0.459,0.782
"310",41029,"a1i0p0s0t2",0.213,0.241,0.541,0.218,0.759,0.459,0.782
"311",41029,"a2i2p0s0t0",0.25,0.241,0.541,0.218,0.759,0.459,0.782
"312",41029,"a2i1p1s0t0",0.5,0.241,0.541,0.218,0.759,0.459,0.782
"313",41029,"a2i1p0s1t0",0.2692,0.241,0.541,0.218,0.759,0.459,0.782
"314",41029,"a2i1p0s0t1",0.2308,0.241,0.541,0.218,0.759,0.459,0.782
"315",41029,"a2i0p2s0t0",0.25,0.241,0.541,0.218,0.759,0.459,0.782
"316",41029,"a2i0p1s1t0",0.2692,0.241,0.541,0.218,0.759,0.459,0.782
"317",41029,"a2i0p1s0t1",0.2308,0.241,0.541,0.218,0.759,0.459,0.782
"318",41029,"a2i0p0s2t0",0.2899,0.241,0.541,0.218,0.759,0.459,0.782
"319",41029,"a2i0p0s1t1",0.497,0.241,0.541,0.218,0.759,0.459,0.782
"320",41029,"a2i0p0s0t2",0.213,0.241,0.541,0.218,0.759,0.459,0.782
"321",41031,"a1i2p0s0t0",0.25,0.104,0.64,0.256,0.896,0.36,0.744
"322",41031,"a1i1p1s0t0",0.5,0.104,0.64,0.256,0.896,0.36,0.744
"323",41031,"a1i1p0s1t0",0.2692,0.104,0.64,0.256,0.896,0.36,0.744
"324",41031,"a1i1p0s0t1",0.2308,0.104,0.64,0.256,0.896,0.36,0.744
"325",41031,"a1i0p2s0t0",0.25,0.104,0.64,0.256,0.896,0.36,0.744
"326",41031,"a1i0p1s1t0",0.2692,0.104,0.64,0.256,0.896,0.36,0.744
"327",41031,"a1i0p1s0t1",0.2308,0.104,0.64,0.256,0.896,0.36,0.744
"328",41031,"a1i0p0s2t0",0.2899,0.104,0.64,0.256,0.896,0.36,0.744
"329",41031,"a1i0p0s1t1",0.497,0.104,0.64,0.256,0.896,0.36,0.744
"330",41031,"a1i0p0s0t2",0.213,0.104,0.64,0.256,0.896,0.36,0.744
"331",41031,"a2i2p0s0t0",0.25,0.104,0.64,0.256,0.896,0.36,0.744
"332",41031,"a2i1p1s0t0",0.5,0.104,0.64,0.256,0.896,0.36,0.744
"333",41031,"a2i1p0s1t0",0.2692,0.104,0.64,0.256,0.896,0.36,0.744
"334",41031,"a2i1p0s0t1",0.2308,0.104,0.64,0.256,0.896,0.36,0.744
"335",41031,"a2i0p2s0t0",0.25,0.104,0.64,0.256,0.896,0.36,0.744
"336",41031,"a2i0p1s1t0",0.2692,0.104,0.64,0.256,0.896,0.36,0.744
"337",41031,"a2i0p1s0t1",0.2308,0.104,0.64,0.256,0.896,0.36,0.744
"338",41031,"a2i0p0s2t0",0.2899,0.104,0.64,0.256,0.896,0.36,0.744
"339",41031,"a2i0p0s1t1",0.497,0.104,0.64,0.256,0.896,0.36,0.744
"340",41031,"a2i0p0s0t2",0.213,0.104,0.64,0.256,0.896,0.36,0.744
"341",41033,"a1i2p0s0t0",0.25,0.203,0.624,0.173,0.797,0.376,0.827
"342",41033,"a1i1p1s0t0",0.5,0.203,0.624,0.173,0.797,0.376,0.827
"343",41033,"a1i1p0s1t0",0.2692,0.203,0.624,0.173,0.797,0.376,0.827
"344",41033,"a1i1p0s0t1",0.2308,0.203,0.624,0.173,0.797,0.376,0.827
"345",41033,"a1i0p2s0t0",0.25,0.203,0.624,0.173,0.797,0.376,0.827
"346",41033,"a1i0p1s1t0",0.2692,0.203,0.624,0.173,0.797,0.376,0.827
"347",41033,"a1i0p1s0t1",0.2308,0.203,0.624,0.173,0.797,0.376,0.827
"348",41033,"a1i0p0s2t0",0.2899,0.203,0.624,0.173,0.797,0.376,0.827
"349",41033,"a1i0p0s1t1",0.497,0.203,0.624,0.173,0.797,0.376,0.827
"350",41033,"a1i0p0s0t2",0.213,0.203,0.624,0.173,0.797,0.376,0.827
"351",41033,"a2i2p0s0t0",0.25,0.203,0.624,0.173,0.797,0.376,0.827
"352",41033,"a2i1p1s0t0",0.5,0.203,0.624,0.173,0.797,0.376,0.827
"353",41033,"a2i1p0s1t0",0.2692,0.203,0.624,0.173,0.797,0.376,0.827
"354",41033,"a2i1p0s0t1",0.2308,0.203,0.624,0.173,0.797,0.376,0.827
"355",41033,"a2i0p2s0t0",0.25,0.203,0.624,0.173,0.797,0.376,0.827
"356",41033,"a2i0p1s1t0",0.2692,0.203,0.624,0.173,0.797,0.376,0.827
"357",41033,"a2i0p1s0t1",0.2308,0.203,0.624,0.173,0.797,0.376,0.827
"358",41033,"a2i0p0s2t0",0.2899,0.203,0.624,0.173,0.797,0.376,0.827
"359",41033,"a2i0p0s1t1",0.497,0.203,0.624,0.173,0.797,0.376,0.827
"360",41033,"a2i0p0s0t2",0.213,0.203,0.624,0.173,0.797,0.376,0.827
"361",41035,"a1i2p0s0t0",0.25,0.162,0.621,0.217,0.838,0.379,0.783
"362",41035,"a1i1p1s0t0",0.5,0.162,0.621,0.217,0.838,0.379,0.783
"363",41035,"a1i1p0s1t0",0.2692,0.162,0.621,0.217,0.838,0.379,0.783
"364",41035,"a1i1p0s0t1",0.2308,0.162,0.621,0.217,0.838,0.379,0.783
"365",41035,"a1i0p2s0t0",0.25,0.162,0.621,0.217,0.838,0.379,0.783
"366",41035,"a1i0p1s1t0",0.2692,0.162,0.621,0.217,0.838,0.379,0.783
"367",41035,"a1i0p1s0t1",0.2308,0.162,0.621,0.217,0.838,0.379,0.783
"368",41035,"a1i0p0s2t0",0.2899,0.162,0.621,0.217,0.838,0.379,0.783
"369",41035,"a1i0p0s1t1",0.497,0.162,0.621,0.217,0.838,0.379,0.783
"370",41035,"a1i0p0s0t2",0.213,0.162,0.621,0.217,0.838,0.379,0.783
"371",41035,"a2i2p0s0t0",0.25,0.162,0.621,0.217,0.838,0.379,0.783
"372",41035,"a2i1p1s0t0",0.5,0.162,0.621,0.217,0.838,0.379,0.783
"373",41035,"a2i1p0s1t0",0.2692,0.162,0.621,0.217,0.838,0.379,0.783
"374",41035,"a2i1p0s0t1",0.2308,0.162,0.621,0.217,0.838,0.379,0.783
"375",41035,"a2i0p2s0t0",0.25,0.162,0.621,0.217,0.838,0.379,0.783
"376",41035,"a2i0p1s1t0",0.2692,0.162,0.621,0.217,0.838,0.379,0.783
"377",41035,"a2i0p1s0t1",0.2308,0.162,0.621,0.217,0.838,0.379,0.783
"378",41035,"a2i0p0s2t0",0.2899,0.162,0.621,0.217,0.838,0.379,0.783
"379",41035,"a2i0p0s1t1",0.497,0.162,0.621,0.217,0.838,0.379,0.783
"380",41035,"a2i0p0s0t2",0.213,0.162,0.621,0.217,0.838,0.379,0.783
"381",41037,"a1i2p0s0t0",0.25,0.247,0.614,0.139,0.753,0.386,0.861
"382",41037,"a1i1p1s0t0",0.5,0.247,0.614,0.139,0.753,0.386,0.861
"383",41037,"a1i1p0s1t0",0.2692,0.247,0.614,0.139,0.753,0.386,0.861
"384",41037,"a1i1p0s0t1",0.2308,0.247,0.614,0.139,0.753,0.386,0.861
"385",41037,"a1i0p2s0t0",0.25,0.247,0.614,0.139,0.753,0.386,0.861
"386",41037,"a1i0p1s1t0",0.2692,0.247,0.614,0.139,0.753,0.386,0.861
"387",41037,"a1i0p1s0t1",0.2308,0.247,0.614,0.139,0.753,0.386,0.861
"388",41037,"a1i0p0s2t0",0.2899,0.247,0.614,0.139,0.753,0.386,0.861
"389",41037,"a1i0p0s1t1",0.497,0.247,0.614,0.139,0.753,0.386,0.861
"390",41037,"a1i0p0s0t2",0.213,0.247,0.614,0.139,0.753,0.386,0.861
"391",41037,"a2i2p0s0t0",0.25,0.247,0.614,0.139,0.753,0.386,0.861
"392",41037,"a2i1p1s0t0",0.5,0.247,0.614,0.139,0.753,0.386,0.861
"393",41037,"a2i1p0s1t0",0.2692,0.247,0.614,0.139,0.753,0.386,0.861
"394",41037,"a2i1p0s0t1",0.2308,0.247,0.614,0.139,0.753,0.386,0.861
"395",41037,"a2i0p2s0t0",0.25,0.247,0.614,0.139,0.753,0.386,0.861
"396",41037,"a2i0p1s1t0",0.2692,0.247,0.614,0.139,0.753,0.386,0.861
"397",41037,"a2i0p1s0t1",0.2308,0.247,0.614,0.139,0.753,0.386,0.861
"398",41037,"a2i0p0s2t0",0.2899,0.247,0.614,0.139,0.753,0.386,0.861
"399",41037,"a2i0p0s1t1",0.497,0.247,0.614,0.139,0.753,0.386,0.861
"400",41037,"a2i0p0s0t2",0.213,0.247,0.614,0.139,0.753,0.386,0.861
"401",41039,"a1i2p0s0t0",0.25,0.218,0.581,0.201,0.782,0.419,0.799
"402",41039,"a1i1p1s0t0",0.5,0.218,0.581,0.201,0.782,0.419,0.799
"403",41039,"a1i1p0s1t0",0.2692,0.218,0.581,0.201,0.782,0.419,0.799
"404",41039,"a1i1p0s0t1",0.2308,0.218,0.581,0.201,0.782,0.419,0.799
"405",41039,"a1i0p2s0t0",0.25,0.218,0.581,0.201,0.782,0.419,0.799
"406",41039,"a1i0p1s1t0",0.2692,0.218,0.581,0.201,0.782,0.419,0.799
"407",41039,"a1i0p1s0t1",0.2308,0.218,0.581,0.201,0.782,0.419,0.799
"408",41039,"a1i0p0s2t0",0.2899,0.218,0.581,0.201,0.782,0.419,0.799
"409",41039,"a1i0p0s1t1",0.497,0.218,0.581,0.201,0.782,0.419,0.799
"410",41039,"a1i0p0s0t2",0.213,0.218,0.581,0.201,0.782,0.419,0.799
"411",41039,"a2i2p0s0t0",0.25,0.218,0.581,0.201,0.782,0.419,0.799
"412",41039,"a2i1p1s0t0",0.5,0.218,0.581,0.201,0.782,0.419,0.799
"413",41039,"a2i1p0s1t0",0.2692,0.218,0.581,0.201,0.782,0.419,0.799
"414",41039,"a2i1p0s0t1",0.2308,0.218,0.581,0.201,0.782,0.419,0.799
"415",41039,"a2i0p2s0t0",0.25,0.218,0.581,0.201,0.782,0.419,0.799
"416",41039,"a2i0p1s1t0",0.2692,0.218,0.581,0.201,0.782,0.419,0.799
"417",41039,"a2i0p1s0t1",0.2308,0.218,0.581,0.201,0.782,0.419,0.799
"418",41039,"a2i0p0s2t0",0.2899,0.218,0.581,0.201,0.782,0.419,0.799
"419",41039,"a2i0p0s1t1",0.497,0.218,0.581,0.201,0.782,0.419,0.799
"420",41039,"a2i0p0s0t2",0.213,0.218,0.581,0.201,0.782,0.419,0.799
"421",41041,"a1i2p0s0t0",0.25,0.184,0.587,0.229,0.816,0.413,0.771
"422",41041,"a1i1p1s0t0",0.5,0.184,0.587,0.229,0.816,0.413,0.771
"423",41041,"a1i1p0s1t0",0.2692,0.184,0.587,0.229,0.816,0.413,0.771
"424",41041,"a1i1p0s0t1",0.2308,0.184,0.587,0.229,0.816,0.413,0.771
"425",41041,"a1i0p2s0t0",0.25,0.184,0.587,0.229,0.816,0.413,0.771
"426",41041,"a1i0p1s1t0",0.2692,0.184,0.587,0.229,0.816,0.413,0.771
"427",41041,"a1i0p1s0t1",0.2308,0.184,0.587,0.229,0.816,0.413,0.771
"428",41041,"a1i0p0s2t0",0.2899,0.184,0.587,0.229,0.816,0.413,0.771
"429",41041,"a1i0p0s1t1",0.497,0.184,0.587,0.229,0.816,0.413,0.771
"430",41041,"a1i0p0s0t2",0.213,0.184,0.587,0.229,0.816,0.413,0.771
"431",41041,"a2i2p0s0t0",0.25,0.184,0.587,0.229,0.816,0.413,0.771
"432",41041,"a2i1p1s0t0",0.5,0.184,0.587,0.229,0.816,0.413,0.771
"433",41041,"a2i1p0s1t0",0.2692,0.184,0.587,0.229,0.816,0.413,0.771
"434",41041,"a2i1p0s0t1",0.2308,0.184,0.587,0.229,0.816,0.413,0.771
"435",41041,"a2i0p2s0t0",0.25,0.184,0.587,0.229,0.816,0.413,0.771
"436",41041,"a2i0p1s1t0",0.2692,0.184,0.587,0.229,0.816,0.413,0.771
"437",41041,"a2i0p1s0t1",0.2308,0.184,0.587,0.229,0.816,0.413,0.771
"438",41041,"a2i0p0s2t0",0.2899,0.184,0.587,0.229,0.816,0.413,0.771
"439",41041,"a2i0p0s1t1",0.497,0.184,0.587,0.229,0.816,0.413,0.771
"440",41041,"a2i0p0s0t2",0.213,0.184,0.587,0.229,0.816,0.413,0.771
"441",41043,"a1i2p0s0t0",0.25,0.239,0.562,0.2,0.761,0.438,0.8
"442",41043,"a1i1p1s0t0",0.5,0.239,0.562,0.2,0.761,0.438,0.8
"443",41043,"a1i1p0s1t0",0.2692,0.239,0.562,0.2,0.761,0.438,0.8
"444",41043,"a1i1p0s0t1",0.2308,0.239,0.562,0.2,0.761,0.438,0.8
"445",41043,"a1i0p2s0t0",0.25,0.239,0.562,0.2,0.761,0.438,0.8
"446",41043,"a1i0p1s1t0",0.2692,0.239,0.562,0.2,0.761,0.438,0.8
"447",41043,"a1i0p1s0t1",0.2308,0.239,0.562,0.2,0.761,0.438,0.8
"448",41043,"a1i0p0s2t0",0.2899,0.239,0.562,0.2,0.761,0.438,0.8
"449",41043,"a1i0p0s1t1",0.497,0.239,0.562,0.2,0.761,0.438,0.8
"450",41043,"a1i0p0s0t2",0.213,0.239,0.562,0.2,0.761,0.438,0.8
"451",41043,"a2i2p0s0t0",0.25,0.239,0.562,0.2,0.761,0.438,0.8
"452",41043,"a2i1p1s0t0",0.5,0.239,0.562,0.2,0.761,0.438,0.8
"453",41043,"a2i1p0s1t0",0.2692,0.239,0.562,0.2,0.761,0.438,0.8
"454",41043,"a2i1p0s0t1",0.2308,0.239,0.562,0.2,0.761,0.438,0.8
"455",41043,"a2i0p2s0t0",0.25,0.239,0.562,0.2,0.761,0.438,0.8
"456",41043,"a2i0p1s1t0",0.2692,0.239,0.562,0.2,0.761,0.438,0.8
"457",41043,"a2i0p1s0t1",0.2308,0.239,0.562,0.2,0.761,0.438,0.8
"458",41043,"a2i0p0s2t0",0.2899,0.239,0.562,0.2,0.761,0.438,0.8
"459",41043,"a2i0p0s1t1",0.497,0.239,0.562,0.2,0.761,0.438,0.8
"460",41043,"a2i0p0s0t2",0.213,0.239,0.562,0.2,0.761,0.438,0.8
"461",41045,"a1i2p0s0t0",0.25,0.2,0.546,0.254,0.8,0.454,0.746
"462",41045,"a1i1p1s0t0",0.5,0.2,0.546,0.254,0.8,0.454,0.746
"463",41045,"a1i1p0s1t0",0.2692,0.2,0.546,0.254,0.8,0.454,0.746
"464",41045,"a1i1p0s0t1",0.2308,0.2,0.546,0.254,0.8,0.454,0.746
"465",41045,"a1i0p2s0t0",0.25,0.2,0.546,0.254,0.8,0.454,0.746
"466",41045,"a1i0p1s1t0",0.2692,0.2,0.546,0.254,0.8,0.454,0.746
"467",41045,"a1i0p1s0t1",0.2308,0.2,0.546,0.254,0.8,0.454,0.746
"468",41045,"a1i0p0s2t0",0.2899,0.2,0.546,0.254,0.8,0.454,0.746
"469",41045,"a1i0p0s1t1",0.497,0.2,0.546,0.254,0.8,0.454,0.746
"470",41045,"a1i0p0s0t2",0.213,0.2,0.546,0.254,0.8,0.454,0.746
"471",41045,"a2i2p0s0t0",0.25,0.2,0.546,0.254,0.8,0.454,0.746
"472",41045,"a2i1p1s0t0",0.5,0.2,0.546,0.254,0.8,0.454,0.746
"473",41045,"a2i1p0s1t0",0.2692,0.2,0.546,0.254,0.8,0.454,0.746
"474",41045,"a2i1p0s0t1",0.2308,0.2,0.546,0.254,0.8,0.454,0.746
"475",41045,"a2i0p2s0t0",0.25,0.2,0.546,0.254,0.8,0.454,0.746
"476",41045,"a2i0p1s1t0",0.2692,0.2,0.546,0.254,0.8,0.454,0.746
"477",41045,"a2i0p1s0t1",0.2308,0.2,0.546,0.254,0.8,0.454,0.746
"478",41045,"a2i0p0s2t0",0.2899,0.2,0.546,0.254,0.8,0.454,0.746
"479",41045,"a2i0p0s1t1",0.497,0.2,0.546,0.254,0.8,0.454,0.746
"480",41045,"a2i0p0s0t2",0.213,0.2,0.546,0.254,0.8,0.454,0.746
"481",41047,"a1i2p0s0t0",0.25,0.21,0.546,0.244,0.79,0.454,0.756
"482",41047,"a1i1p1s0t0",0.5,0.21,0.546,0.244,0.79,0.454,0.756
"483",41047,"a1i1p0s1t0",0.2692,0.21,0.546,0.244,0.79,0.454,0.756
"484",41047,"a1i1p0s0t1",0.2308,0.21,0.546,0.244,0.79,0.454,0.756
"485",41047,"a1i0p2s0t0",0.25,0.21,0.546,0.244,0.79,0.454,0.756
"486",41047,"a1i0p1s1t0",0.2692,0.21,0.546,0.244,0.79,0.454,0.756
"487",41047,"a1i0p1s0t1",0.2308,0.21,0.546,0.244,0.79,0.454,0.756
"488",41047,"a1i0p0s2t0",0.2899,0.21,0.546,0.244,0.79,0.454,0.756
"489",41047,"a1i0p0s1t1",0.497,0.21,0.546,0.244,0.79,0.454,0.756
"490",41047,"a1i0p0s0t2",0.213,0.21,0.546,0.244,0.79,0.454,0.756
"491",41047,"a2i2p0s0t0",0.25,0.21,0.546,0.244,0.79,0.454,0.756
"492",41047,"a2i1p1s0t0",0.5,0.21,0.546,0.244,0.79,0.454,0.756
"493",41047,"a2i1p0s1t0",0.2692,0.21,0.546,0.244,0.79,0.454,0.756
